loan_id,m13
1,0.008663177807872926
2,0.010852206752052904
3,0.08080782653838064
4,0.004649000984887522
5,0.006984266155324688
6,0.003656801512604865
7,0.005229782177020198
8,0.011373383074907715
9,0.0045618494102001
10,0.06475768650835637
11,0.053634861268259594
12,0.0033602353290270674
13,0.027738560070087126
14,0.01181987587545478
15,0.05140805456522451
16,3.954945778508928
17,0.006640318678000255
18,0.008451523796746062
19,0.0060716631754462545
20,0.020480698538585064
21,0.04108027213556476
22,0.008208446476861317
23,0.0029879674979330496
24,0.008211920810060292
25,0.0019009276418651458
26,0.02171666337297313
27,0.023599836982681317
28,0.022785865955540493
29,0.0026727559000712473
30,0.032254057390308934
31,0.05620102854658792
32,0.0063694617797346986
33,0.00645957411447307
34,0.010633400657050405
35,0.026263819236366642
36,0.005182966181156189
37,0.03605593626617811
38,0.009973340228931071
39,0.06061989926201011
40,0.009396740081212234
41,0.0036073848874835133
42,0.06394179438387618
43,0.003676879869055776
44,0.021457341088403678
45,0.015924706067444977
46,0.014702648458860226
47,0.010669464562168543
48,0.013347290013211574
49,0.007646892658580753
50,0.04985423858602714
51,0.061702073763889524
52,0.017676642391889565
53,0.06062198022761143
54,0.029204886617633218
55,0.005611084615005558
56,0.010422769596773879
57,0.00229591590211982
58,0.0039992852000643505
59,0.010650735288649387
60,0.02932510210446616
61,0.008024501574980834
62,0.014483865770981395
63,0.033979958416251094
64,0.009693534732079855
65,0.005352647719676224
66,0.0090542552685982
67,0.0036707198981802357
68,0.004420180512042909
69,0.01413012892733367
70,0.009105287779400038
71,0.026337336483202165
72,0.004426430184204679
73,0.006173712996997108
74,0.007912585259349876
75,0.0025355189603067678
76,0.0061564030138001515
77,0.004789742851490465
78,0.004262861542401804
79,0.030886896096186185
80,0.016197405475482634
81,0.020803365161088574
82,0.01165571963264242
83,0.010796735774979336
84,0.003265914055731085
85,0.03249291284603255
86,0.040996858836800626
87,0.006635089704291546
88,0.009950232786968865
89,0.0041134383009328295
90,0.006930993610799711
91,0.00559657919634128
92,0.037313062389629316
93,0.027448828192051744
94,0.02084040822867632
95,0.011085864559262385
96,0.025509233966119073
97,0.007512720949432843
98,0.02313416689631949
99,0.004793103694260914
100,0.013809457431489952
101,0.03248698285634744
102,0.02667719886416248
103,0.04324656144131133
104,0.008408458738766254
105,0.019933907349146074
106,0.024750157158502754
107,0.004663534813836511
108,0.0023052452037270843
109,0.022016213629545384
110,0.011359964717615492
111,0.05130771489119493
112,0.014491697366555666
